player_id,age,gender,region,hours_per_week,preferred_mode,primary_game_genre,plays_with_friends,voice_chat_usage,motivation,favorite_game,spending_per_month_inr,satisfaction_score,likelihood_to_continue
504,33,Male,Asia,1.7,Story Mode,MOBA,Yes,Always,Social Fun,GTA V,1143.0,9.2,High
505,29,Male,North America,6.4,Story Mode,RPG,Yes,Sometimes,Social Fun,Minecraft,976.0,8.6,High
506,30,Male,South America,4.6,Online Multiplayer,MOBA,Yes,Always,Relaxation,Minecraft,1247.0,9.6,High
507,35,Male,Asia,20.4,Online Multiplayer,Adventure,Yes,Always,Social Fun,FIFA,683.0,6.4,Medium
508,19,Female,South America,19.3,Online Multiplayer,MOBA,No,Never,Social Fun,FIFA,1536.0,7.7,Medium
509,17,Male,South America,4.2,Online Multiplayer,RPG,No,Sometimes,Relaxation,FIFA,898.0,5.6,Low
510,26,Male,South America,5.8,Story Mode,RPG,Yes,Always,Competition,Valorant,1279.0,5.9,Low
511,34,Male,South America,8.4,Story Mode,FPS,Yes,Always,Competition,GTA V,710.0,10.0,High
512,35,Female,South America,9.6,Story Mode,MOBA,Yes,Always,Social Fun,GTA V,929.0,6.4,Medium
513,18,Female,South America,8.5,Both,RPG,Yes,Never,Relaxation,FIFA,102.0,7.5,Medium
514,35,Male,Asia,6.2,Both,RPG,Yes,Sometimes,Social Fun,The Witcher 3,482.0,7.8,Medium
515,30,Female,North America,9.6,Both,MOBA,No,Never,Relaxation,Valorant,796.0,6.3,Medium
516,21,Male,Europe,5.1,Story Mode,RPG,Yes,Always,Social Fun,The Witcher 3,950.0,7.1,Medium
517,27,Female,South America,7.6,Story Mode,FPS,No,Sometimes,Story,CS:GO,2241.0,4.2,Low
518,35,Male,Europe,1.1,Online Multiplayer,RPG,Yes,Sometimes,Competition,GTA V,709.0,8.9,High
519,24,Female,Asia,11.1,Online Multiplayer,RPG,Yes,Sometimes,Competition,GTA V,212.0,8.0,High
520,21,Male,South America,15.4,Online Multiplayer,RPG,No,Never,Competition,The Witcher 3,1751.0,9.6,High
521,28,Male,North America,8.7,Both,FPS,Yes,Never,Competition,Valorant,1439.0,7.9,Medium
522,19,Female,Europe,3.9,Both,FPS,No,Never,Social Fun,GTA V,322.0,6.0,Medium
523,17,Male,South America,13.9,Online Multiplayer,FPS,Yes,Always,Relaxation,The Witcher 3,1133.0,10.0,High
524,25,Male,Asia,7.9,Online Multiplayer,Adventure,Yes,Always,Social Fun,Minecraft,1318.0,8.4,High
525,25,Male,North America,6.1,Both,FPS,No,Sometimes,Story,Minecraft,982.0,5.8,Low
526,32,Male,Europe,5.9,Online Multiplayer,RPG,Yes,Always,Relaxation,Valorant,1063.0,7.0,Medium
527,29,Male,Europe,10.0,Online Multiplayer,Sports,No,Never,Social Fun,The Witcher 3,584.0,6.2,Medium
528,26,Male,South America,1.1,Both,FPS,Yes,Sometimes,Relaxation,Minecraft,1152.0,5.1,Low
529,23,Male,North America,12.0,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,Valorant,654.0,7.2,Medium
530,24,Male,North America,6.8,Online Multiplayer,MOBA,No,Never,Social Fun,FIFA,0.0,7.2,Medium
531,26,Female,North America,12.7,Story Mode,Sports,Yes,Always,Story,Valorant,998.0,7.8,Medium
532,31,Male,North America,6.4,Both,Adventure,No,Never,Relaxation,CS:GO,62.0,5.9,Low
533,20,Male,Asia,6.4,Story Mode,Adventure,Yes,Sometimes,Competition,FIFA,1407.0,7.5,Medium
534,21,Male,North America,11.2,Online Multiplayer,MOBA,Yes,Sometimes,Social Fun,The Witcher 3,335.0,9.4,High
535,28,Male,Europe,11.0,Online Multiplayer,RPG,Yes,Always,Social Fun,FIFA,0.0,9.2,High
536,27,Female,Europe,15.7,Online Multiplayer,MOBA,Yes,Always,Story,FIFA,15.0,8.1,High
537,22,Male,Asia,10.0,Story Mode,FPS,Yes,Always,Social Fun,The Witcher 3,879.0,7.9,Medium
538,24,Male,Europe,6.2,Both,Sports,Yes,Always,Social Fun,The Witcher 3,993.0,7.8,Medium
539,23,Female,Europe,6.6,Online Multiplayer,RPG,Yes,Always,Competition,Minecraft,194.0,8.3,High
540,32,Female,North America,2.0,Both,RPG,Yes,Sometimes,Competition,CS:GO,364.0,8.1,High
541,16,Male,Europe,14.2,Online Multiplayer,FPS,Yes,Sometimes,Competition,The Witcher 3,896.0,8.4,High
542,19,Female,Asia,21.6,Online Multiplayer,Adventure,No,Sometimes,Social Fun,GTA V,1386.0,5.0,Low
543,19,Female,North America,7.5,Online Multiplayer,FPS,No,Never,Social Fun,GTA V,295.0,8.0,High
544,20,Male,South America,2.7,Online Multiplayer,MOBA,Yes,Never,Social Fun,CS:GO,1090.0,7.6,Medium
545,33,Female,North America,12.9,Story Mode,MOBA,Yes,Always,Story,Valorant,31.0,8.2,High
546,22,Female,Asia,7.5,Story Mode,FPS,Yes,Always,Social Fun,Valorant,1058.0,6.8,Medium
547,30,Male,North America,14.5,Online Multiplayer,MOBA,Yes,Never,Relaxation,GTA V,1278.0,7.2,Medium
548,27,Male,North America,12.6,Story Mode,MOBA,No,Never,Relaxation,The Witcher 3,1162.0,7.7,Medium
549,15,Male,Asia,13.5,Online Multiplayer,Adventure,No,Never,Relaxation,CS:GO,1397.0,5.5,Low
550,34,Female,North America,6.3,Both,RPG,Yes,Never,Story,Valorant,1364.0,8.3,High
551,31,Other,Asia,14.8,Both,FPS,Yes,Sometimes,Social Fun,Valorant,1823.0,7.0,Medium
552,21,Male,Asia,15.3,Online Multiplayer,FPS,No,Sometimes,Social Fun,FIFA,954.0,9.1,High
553,27,Male,South America,1.0,Story Mode,FPS,No,Never,Competition,GTA V,1825.0,8.1,High
554,18,Male,Europe,7.1,Online Multiplayer,Sports,Yes,Sometimes,Social Fun,The Witcher 3,428.0,8.2,High
555,18,Male,Europe,19.3,Online Multiplayer,FPS,Yes,Always,Relaxation,CS:GO,797.0,7.6,Medium
556,20,Male,North America,12.2,Online Multiplayer,MOBA,Yes,Always,Competition,Valorant,842.0,8.3,High
557,33,Male,North America,6.9,Both,FPS,Yes,Always,Story,FIFA,379.0,10.0,High
558,26,Female,South America,8.6,Story Mode,RPG,No,Never,Social Fun,GTA V,0.0,5.5,Low
559,21,Male,South America,16.6,Online Multiplayer,MOBA,Yes,Always,Story,GTA V,1335.0,7.3,Medium
560,24,Female,South America,5.4,Both,MOBA,No,Never,Social Fun,CS:GO,435.0,7.1,Medium
561,33,Male,Asia,7.9,Story Mode,FPS,No,Never,Competition,Valorant,700.0,9.1,High
562,21,Male,South America,4.7,Both,RPG,Yes,Sometimes,Competition,CS:GO,1692.0,7.9,Medium
563,17,Male,South America,10.3,Story Mode,RPG,Yes,Never,Relaxation,CS:GO,1186.0,8.1,High
564,27,Male,North America,4.8,Story Mode,FPS,Yes,Never,Competition,Minecraft,1770.0,8.6,High
565,27,Female,South America,7.5,Online Multiplayer,FPS,Yes,Always,Story,FIFA,960.0,8.4,High
566,32,Male,Asia,14.6,Online Multiplayer,RPG,Yes,Sometimes,Story,GTA V,1178.0,8.0,High
567,34,Female,Asia,4.0,Both,RPG,Yes,Sometimes,Story,Minecraft,780.0,10.0,High
568,22,Male,North America,19.4,Online Multiplayer,Adventure,Yes,Always,Social Fun,The Witcher 3,476.0,8.8,High
569,23,Female,South America,3.1,Both,RPG,Yes,Always,Story,GTA V,1176.0,6.7,Medium
570,21,Male,South America,5.7,Story Mode,RPG,No,Never,Relaxation,GTA V,682.0,6.5,Medium
571,15,Female,Asia,13.7,Online Multiplayer,RPG,Yes,Never,Social Fun,FIFA,1222.0,7.2,Medium
572,17,Female,South America,12.0,Online Multiplayer,Adventure,Yes,Always,Social Fun,The Witcher 3,615.0,8.2,High
573,27,Male,South America,11.4,Online Multiplayer,MOBA,No,Sometimes,Social Fun,Valorant,812.0,6.6,Medium
574,31,Male,South America,7.8,Both,RPG,No,Sometimes,Social Fun,The Witcher 3,852.0,5.8,Low
575,15,Female,Europe,7.9,Online Multiplayer,MOBA,Yes,Always,Competition,Valorant,1438.0,8.0,High
576,20,Female,North America,11.4,Online Multiplayer,FPS,Yes,Always,Story,The Witcher 3,688.0,7.6,Medium
577,35,Male,Europe,5.2,Online Multiplayer,RPG,No,Never,Competition,CS:GO,1493.0,8.1,High
578,20,Female,North America,9.7,Online Multiplayer,FPS,No,Never,Competition,The Witcher 3,448.0,10.0,High
579,26,Female,Asia,10.0,Online Multiplayer,RPG,Yes,Sometimes,Story,Minecraft,1035.0,9.0,High
580,27,Female,South America,8.9,Online Multiplayer,Adventure,Yes,Always,Social Fun,Minecraft,556.0,6.5,Medium
581,27,Female,North America,3.7,Both,MOBA,Yes,Sometimes,Story,FIFA,1458.0,8.1,High
582,29,Female,Europe,8.5,Online Multiplayer,FPS,Yes,Sometimes,Competition,Valorant,491.0,6.7,Medium
583,35,Male,South America,12.4,Online Multiplayer,Adventure,Yes,Always,Competition,GTA V,542.0,7.3,Medium
584,30,Male,Asia,10.6,Online Multiplayer,RPG,Yes,Always,Social Fun,FIFA,272.0,8.6,High
585,35,Male,North America,11.5,Online Multiplayer,FPS,No,Never,Competition,Minecraft,952.0,7.4,Medium
586,25,Female,North America,7.5,Both,FPS,Yes,Sometimes,Social Fun,Minecraft,1196.0,8.9,High
587,19,Female,North America,10.7,Story Mode,FPS,No,Never,Relaxation,Valorant,1142.0,8.3,High
588,18,Male,South America,13.5,Online Multiplayer,FPS,Yes,Sometimes,Social Fun,Minecraft,828.0,9.5,High
589,17,Female,Europe,7.2,Story Mode,FPS,No,Never,Story,Minecraft,570.0,3.1,Low
590,33,Female,Europe,14.5,Online Multiplayer,FPS,Yes,Always,Social Fun,Valorant,761.0,7.5,Medium
591,34,Male,North America,14.3,Online Multiplayer,FPS,Yes,Never,Social Fun,Minecraft,780.0,4.9,Low
592,32,Male,Asia,9.5,Both,Adventure,Yes,Always,Relaxation,GTA V,1026.0,7.9,Medium
593,29,Male,Asia,5.6,Both,RPG,Yes,Always,Social Fun,CS:GO,992.0,8.7,High
594,23,Male,Europe,4.1,Both,Sports,No,Sometimes,Relaxation,FIFA,1770.0,8.7,High
595,31,Male,Asia,17.7,Online Multiplayer,RPG,Yes,Always,Story,GTA V,920.0,7.3,Medium
596,28,Male,Europe,11.6,Story Mode,MOBA,No,Sometimes,Relaxation,GTA V,1080.0,4.9,Low
597,29,Male,North America,18.3,Online Multiplayer,MOBA,No,Never,Social Fun,CS:GO,936.0,7.0,Medium
598,15,Male,Europe,9.8,Online Multiplayer,Adventure,Yes,Always,Competition,FIFA,737.0,8.9,High
599,35,Male,Europe,9.2,Both,RPG,Yes,Always,Relaxation,GTA V,1077.0,8.6,High
600,17,Male,North America,11.3,Online Multiplayer,MOBA,No,Never,Relaxation,Minecraft,690.0,8.5,High
601,30,Female,Asia,9.7,Both,FPS,Yes,Never,Social Fun,CS:GO,871.0,8.4,High
602,25,Male,Europe,5.5,Story Mode,FPS,No,Never,Competition,FIFA,1480.0,8.1,High
603,26,Female,Europe,9.2,Online Multiplayer,RPG,Yes,Always,Competition,The Witcher 3,657.0,7.9,Medium
604,24,Female,North America,5.4,Story Mode,RPG,No,Never,Social Fun,Valorant,1094.0,5.7,Low
605,30,Male,Asia,14.1,Story Mode,FPS,Yes,Sometimes,Social Fun,Minecraft,0.0,8.6,High
606,22,Male,Europe,12.3,Online Multiplayer,Sports,Yes,Sometimes,Competition,CS:GO,807.0,9.8,High
607,20,Male,North America,11.2,Both,Adventure,Yes,Sometimes,Relaxation,Valorant,654.0,7.3,Medium
608,26,Male,Europe,5.4,Story Mode,RPG,Yes,Sometimes,Story,The Witcher 3,960.0,7.7,Medium
609,35,Male,South America,12.2,Online Multiplayer,Sports,Yes,Always,Competition,GTA V,782.0,8.0,High
610,22,Male,North America,1.0,Story Mode,RPG,No,Never,Social Fun,GTA V,971.0,5.2,Low
611,18,Male,Asia,10.8,Both,Sports,Yes,Always,Social Fun,FIFA,711.0,8.4,High
612,22,Male,Asia,17.1,Online Multiplayer,RPG,Yes,Sometimes,Story,CS:GO,1093.0,9.1,High
613,32,Male,Asia,3.3,Both,FPS,Yes,Sometimes,Story,CS:GO,43.0,10.0,High
614,19,Male,Asia,9.7,Online Multiplayer,MOBA,Yes,Always,Story,FIFA,956.0,7.2,Medium
615,23,Male,Europe,10.5,Both,Adventure,No,Sometimes,Relaxation,Valorant,431.0,6.8,Medium
616,18,Male,Europe,11.1,Story Mode,MOBA,No,Never,Social Fun,GTA V,1484.0,9.4,High
617,31,Male,Asia,9.7,Online Multiplayer,Sports,No,Sometimes,Relaxation,GTA V,423.0,6.2,Medium
618,23,Other,Asia,16.0,Online Multiplayer,MOBA,No,Sometimes,Competition,CS:GO,1398.0,10.0,High
619,15,Male,Asia,8.2,Both,Adventure,Yes,Always,Social Fun,CS:GO,894.0,7.7,Medium
620,35,Male,Europe,7.2,Online Multiplayer,MOBA,Yes,Sometimes,Relaxation,FIFA,0.0,8.4,High
621,34,Male,Asia,8.6,Story Mode,Adventure,Yes,Always,Social Fun,The Witcher 3,462.0,6.4,Medium
622,27,Male,Asia,11.9,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,Valorant,1324.0,7.4,Medium
623,30,Female,South America,10.8,Both,MOBA,No,Never,Competition,Minecraft,1296.0,4.5,Low
624,27,Female,South America,9.6,Story Mode,FPS,No,Sometimes,Competition,The Witcher 3,250.0,5.5,Low
625,28,Male,Asia,10.2,Both,Adventure,Yes,Always,Story,The Witcher 3,1681.0,8.3,High
626,17,Female,North America,8.9,Online Multiplayer,MOBA,Yes,Never,Social Fun,CS:GO,888.0,7.5,Medium
627,20,Female,Asia,6.5,Story Mode,Adventure,No,Never,Social Fun,CS:GO,1342.0,7.8,Medium
628,32,Female,South America,1.8,Story Mode,Adventure,No,Sometimes,Social Fun,CS:GO,294.0,7.7,Medium
629,33,Female,North America,6.1,Online Multiplayer,MOBA,Yes,Always,Social Fun,The Witcher 3,672.0,7.5,Medium
630,19,Female,North America,17.2,Online Multiplayer,RPG,Yes,Always,Social Fun,Valorant,1108.0,6.3,Medium
631,29,Male,Asia,1.0,Online Multiplayer,MOBA,No,Sometimes,Relaxation,CS:GO,743.0,9.0,High
632,16,Male,South America,4.1,Story Mode,FPS,No,Never,Competition,GTA V,0.0,6.2,Medium
633,24,Male,South America,10.8,Story Mode,FPS,Yes,Sometimes,Relaxation,Valorant,805.0,8.7,High
634,32,Male,North America,9.6,Online Multiplayer,FPS,Yes,Sometimes,Story,GTA V,0.0,9.9,High
635,27,Male,Asia,4.3,Story Mode,RPG,No,Sometimes,Relaxation,Valorant,365.0,6.8,Medium
636,19,Male,Europe,11.6,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,CS:GO,199.0,7.6,Medium
637,15,Male,Europe,12.7,Online Multiplayer,MOBA,Yes,Always,Social Fun,Minecraft,1466.0,8.2,High
638,15,Female,South America,6.7,Both,RPG,Yes,Always,Story,FIFA,1623.0,7.4,Medium
639,32,Female,Europe,7.8,Both,RPG,Yes,Always,Competition,CS:GO,1071.0,6.8,Medium
640,29,Male,South America,4.9,Story Mode,FPS,Yes,Never,Relaxation,The Witcher 3,785.0,6.8,Medium
641,31,Male,South America,12.5,Online Multiplayer,RPG,Yes,Never,Story,Minecraft,914.0,8.9,High
642,25,Female,South America,7.3,Both,Adventure,Yes,Always,Story,The Witcher 3,1466.0,8.4,High
643,35,Male,Europe,13.8,Online Multiplayer,FPS,Yes,Always,Story,Valorant,0.0,9.1,High
644,31,Female,South America,8.3,Online Multiplayer,FPS,Yes,Sometimes,Competition,The Witcher 3,362.0,10.0,High
645,27,Male,North America,8.9,Online Multiplayer,FPS,Yes,Always,Social Fun,Minecraft,1402.0,8.6,High
646,15,Male,Asia,5.3,Story Mode,FPS,No,Never,Story,Minecraft,1506.0,5.8,Low
647,16,Female,Asia,9.1,Story Mode,RPG,Yes,Always,Competition,CS:GO,1195.0,9.2,High
648,23,Male,South America,10.4,Online Multiplayer,FPS,Yes,Always,Social Fun,GTA V,378.0,7.0,Medium
649,17,Male,Asia,6.4,Story Mode,Adventure,No,Never,Competition,CS:GO,1395.0,4.8,Low
650,15,Female,Europe,8.5,Both,MOBA,Yes,Always,Competition,Valorant,1581.0,5.6,Low
651,35,Male,Europe,8.9,Online Multiplayer,RPG,Yes,Never,Story,The Witcher 3,1259.0,7.3,Medium
652,30,Male,Asia,5.4,Story Mode,Sports,No,Never,Relaxation,GTA V,0.0,6.9,Medium
653,20,Female,Europe,1.3,Both,RPG,Yes,Always,Social Fun,FIFA,962.0,9.4,High
654,31,Male,Asia,11.0,Online Multiplayer,RPG,Yes,Always,Story,Minecraft,1193.0,7.2,Medium
655,19,Female,Asia,6.2,Online Multiplayer,Sports,No,Sometimes,Relaxation,GTA V,642.0,8.7,High
656,19,Male,Asia,5.1,Story Mode,FPS,No,Never,Competition,GTA V,993.0,2.5,Low
657,20,Male,South America,8.7,Story Mode,Sports,No,Sometimes,Social Fun,CS:GO,643.0,7.1,Medium
658,17,Male,Asia,2.5,Both,FPS,No,Sometimes,Social Fun,FIFA,469.0,6.1,Medium
659,35,Male,South America,14.7,Online Multiplayer,RPG,Yes,Always,Relaxation,Minecraft,1655.0,7.6,Medium
660,19,Female,Asia,7.2,Both,FPS,Yes,Always,Social Fun,Valorant,1008.0,8.3,High
661,35,Female,Asia,13.1,Online Multiplayer,Adventure,Yes,Sometimes,Social Fun,Valorant,347.0,7.0,Medium
662,19,Male,Asia,16.6,Online Multiplayer,Adventure,Yes,Always,Relaxation,GTA V,212.0,7.0,Medium
663,24,Female,Europe,8.0,Story Mode,Adventure,No,Never,Competition,GTA V,470.0,5.5,Low
664,24,Male,South America,10.0,Online Multiplayer,RPG,Yes,Always,Competition,The Witcher 3,472.0,8.4,High
665,33,Male,South America,7.0,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,FIFA,973.0,7.8,Medium
666,31,Male,Asia,16.3,Online Multiplayer,FPS,Yes,Always,Competition,Minecraft,1143.0,9.8,High
667,35,Male,Asia,15.7,Online Multiplayer,FPS,Yes,Always,Relaxation,GTA V,1142.0,8.7,High
668,28,Male,Europe,9.4,Online Multiplayer,Sports,No,Never,Social Fun,The Witcher 3,525.0,5.2,Low
669,23,Female,Europe,9.1,Both,RPG,Yes,Always,Social Fun,FIFA,1360.0,9.2,High
670,28,Male,Europe,16.7,Online Multiplayer,MOBA,Yes,Always,Relaxation,Minecraft,1514.0,8.5,High
671,15,Male,South America,7.6,Story Mode,MOBA,No,Never,Story,Valorant,770.0,5.5,Low
672,33,Male,South America,7.0,Both,RPG,Yes,Always,Competition,The Witcher 3,384.0,7.7,Medium
673,27,Male,South America,1.3,Both,Adventure,No,Never,Social Fun,FIFA,950.0,7.9,Medium
674,27,Female,Asia,11.1,Online Multiplayer,FPS,Yes,Always,Social Fun,The Witcher 3,1980.0,10.0,High
675,18,Male,South America,9.5,Both,FPS,Yes,Always,Story,GTA V,371.0,9.1,High
676,15,Male,North America,4.1,Story Mode,FPS,No,Never,Social Fun,CS:GO,637.0,7.1,Medium
677,31,Male,North America,9.3,Story Mode,RPG,No,Never,Competition,Valorant,929.0,6.0,Medium
678,22,Male,Europe,7.6,Story Mode,RPG,No,Sometimes,Competition,GTA V,1171.0,8.1,High
679,16,Male,South America,5.3,Both,RPG,Yes,Always,Social Fun,GTA V,0.0,8.6,High
680,22,Male,North America,25.7,Online Multiplayer,RPG,Yes,Always,Relaxation,FIFA,1553.0,5.4,Low
681,21,Female,Europe,5.7,Story Mode,RPG,No,Sometimes,Relaxation,The Witcher 3,1546.0,6.1,Medium
682,16,Female,South America,11.1,Story Mode,Adventure,No,Sometimes,Relaxation,Valorant,688.0,8.3,High
683,17,Male,Asia,8.6,Both,MOBA,No,Never,Social Fun,GTA V,2253.0,6.6,Medium
684,32,Male,North America,9.9,Both,FPS,Yes,Always,Social Fun,FIFA,1514.0,8.4,High
685,26,Male,Asia,11.6,Online Multiplayer,FPS,Yes,Always,Competition,Valorant,1487.0,8.9,High
686,15,Male,South America,8.6,Both,Adventure,Yes,Always,Competition,The Witcher 3,1494.0,6.3,Medium
687,26,Male,North America,14.5,Online Multiplayer,RPG,Yes,Always,Social Fun,GTA V,1479.0,8.6,High
688,19,Male,South America,10.0,Online Multiplayer,Adventure,Yes,Always,Social Fun,Minecraft,889.0,9.0,High
689,31,Male,Asia,14.3,Online Multiplayer,FPS,No,Never,Social Fun,GTA V,840.0,4.9,Low
690,30,Male,North America,14.0,Online Multiplayer,RPG,Yes,Always,Story,GTA V,428.0,7.3,Medium
691,29,Male,Asia,9.2,Story Mode,FPS,Yes,Always,Relaxation,Valorant,611.0,8.0,High
692,29,Male,South America,14.1,Online Multiplayer,FPS,Yes,Always,Story,Valorant,745.0,8.1,High
693,19,Male,South America,11.1,Online Multiplayer,Adventure,Yes,Always,Social Fun,Valorant,933.0,8.8,High
694,35,Male,Asia,6.4,Both,RPG,Yes,Always,Story,Valorant,1699.0,9.1,High
695,28,Male,North America,6.0,Both,MOBA,Yes,Always,Social Fun,FIFA,0.0,9.3,High
696,16,Female,Asia,3.7,Both,MOBA,Yes,Always,Competition,CS:GO,1572.0,9.2,High
697,25,Male,South America,9.7,Both,RPG,Yes,Always,Relaxation,FIFA,394.0,6.2,Medium
698,33,Female,Asia,1.0,Story Mode,MOBA,No,Never,Social Fun,GTA V,848.0,8.6,High
699,21,Male,South America,7.3,Online Multiplayer,FPS,No,Never,Competition,FIFA,538.0,6.3,Medium
700,20,Female,Asia,12.8,Online Multiplayer,RPG,Yes,Always,Social Fun,The Witcher 3,1827.0,8.0,High
701,16,Male,North America,6.4,Story Mode,Adventure,No,Never,Social Fun,Minecraft,650.0,3.9,Low
702,20,Female,North America,10.3,Online Multiplayer,RPG,Yes,Always,Competition,Valorant,1161.0,7.4,Medium
703,32,Female,Asia,9.9,Story Mode,RPG,No,Never,Relaxation,The Witcher 3,1187.0,6.1,Medium
704,16,Male,Asia,15.4,Online Multiplayer,FPS,Yes,Always,Relaxation,Minecraft,320.0,8.7,High
705,32,Male,North America,11.6,Online Multiplayer,RPG,Yes,Always,Competition,The Witcher 3,852.0,6.8,Medium
706,29,Male,South America,4.2,Story Mode,MOBA,No,Never,Competition,GTA V,1502.0,4.6,Low
707,33,Male,North America,3.3,Story Mode,MOBA,Yes,Always,Social Fun,Valorant,463.0,7.9,Medium
708,16,Male,South America,7.9,Story Mode,Adventure,No,Never,Social Fun,The Witcher 3,1314.0,6.0,Medium
709,34,Male,Asia,6.9,Story Mode,Adventure,No,Never,Story,GTA V,734.0,7.3,Medium
710,20,Male,Asia,10.5,Online Multiplayer,RPG,Yes,Sometimes,Social Fun,Valorant,1482.0,10.0,High
711,15,Male,South America,10.1,Online Multiplayer,RPG,Yes,Always,Relaxation,CS:GO,1774.0,7.1,Medium
712,29,Female,Asia,5.8,Both,FPS,Yes,Always,Social Fun,GTA V,0.0,5.6,Low
713,24,Male,South America,8.5,Story Mode,RPG,No,Never,Relaxation,FIFA,231.0,4.7,Low
714,33,Other,Europe,22.2,Online Multiplayer,RPG,Yes,Always,Relaxation,Valorant,681.0,6.1,Medium
715,31,Male,North America,7.7,Both,Sports,Yes,Always,Social Fun,The Witcher 3,1633.0,10.0,High
716,19,Male,Europe,13.3,Online Multiplayer,RPG,Yes,Always,Social Fun,Minecraft,1166.0,7.0,Medium
717,18,Male,South America,10.2,Online Multiplayer,RPG,Yes,Always,Relaxation,The Witcher 3,278.0,8.7,High
718,24,Male,North America,8.2,Online Multiplayer,RPG,Yes,Never,Social Fun,FIFA,1239.0,9.1,High
719,31,Female,South America,4.5,Story Mode,Adventure,No,Never,Social Fun,FIFA,443.0,7.5,Medium
720,24,Male,North America,5.3,Story Mode,Adventure,No,Never,Relaxation,The Witcher 3,1335.0,5.8,Low
721,31,Female,North America,16.3,Online Multiplayer,FPS,Yes,Sometimes,Social Fun,Minecraft,1169.0,7.8,Medium
722,34,Male,North America,7.8,Both,RPG,Yes,Always,Story,Valorant,441.0,7.0,Medium
723,19,Male,North America,9.2,Online Multiplayer,MOBA,Yes,Sometimes,Competition,GTA V,867.0,6.9,Medium
724,16,Male,South America,13.3,Online Multiplayer,RPG,Yes,Always,Social Fun,FIFA,1512.0,8.9,High
725,20,Male,North America,11.1,Online Multiplayer,FPS,No,Sometimes,Relaxation,FIFA,0.0,8.5,High
726,35,Male,North America,7.5,Online Multiplayer,Adventure,Yes,Always,Competition,FIFA,1051.0,6.9,Medium
727,16,Male,Europe,11.0,Online Multiplayer,MOBA,No,Never,Social Fun,Minecraft,347.0,6.3,Medium
728,27,Male,Asia,8.8,Story Mode,FPS,No,Never,Competition,CS:GO,892.0,6.9,Medium
729,25,Male,Asia,4.7,Both,MOBA,Yes,Sometimes,Social Fun,Minecraft,1129.0,8.3,High
730,25,Male,Europe,1.0,Story Mode,MOBA,Yes,Sometimes,Social Fun,Valorant,1907.0,9.1,High
731,30,Male,Europe,9.9,Online Multiplayer,RPG,Yes,Always,Social Fun,Valorant,887.0,8.1,High
732,25,Male,South America,13.3,Online Multiplayer,Sports,Yes,Always,Social Fun,Valorant,1633.0,7.3,Medium
733,33,Male,South America,12.5,Online Multiplayer,MOBA,Yes,Always,Social Fun,Valorant,480.0,9.0,High
734,29,Male,South America,12.5,Online Multiplayer,MOBA,Yes,Sometimes,Relaxation,Valorant,652.0,6.9,Medium
735,30,Male,Europe,7.7,Both,Adventure,Yes,Never,Relaxation,The Witcher 3,1194.0,6.6,Medium
736,25,Male,Europe,20.7,Online Multiplayer,FPS,Yes,Never,Competition,FIFA,1001.0,9.4,High
737,30,Male,North America,1.4,Story Mode,FPS,No,Sometimes,Relaxation,Minecraft,736.0,5.2,Low
738,22,Male,South America,10.4,Both,RPG,Yes,Always,Relaxation,The Witcher 3,722.0,10.0,High
739,18,Female,South America,8.8,Online Multiplayer,FPS,Yes,Always,Competition,Minecraft,1567.0,9.0,High
740,22,Male,South America,11.9,Both,RPG,Yes,Always,Competition,CS:GO,756.0,7.5,Medium
741,18,Male,Asia,5.6,Story Mode,MOBA,No,Never,Social Fun,GTA V,390.0,7.9,Medium
742,17,Male,North America,5.0,Story Mode,MOBA,No,Sometimes,Story,FIFA,473.0,6.6,Medium
743,17,Male,South America,6.6,Story Mode,Adventure,Yes,Always,Social Fun,CS:GO,1235.0,8.9,High
744,32,Male,South America,11.1,Online Multiplayer,MOBA,Yes,Sometimes,Social Fun,The Witcher 3,2028.0,8.7,High
745,33,Male,South America,13.5,Online Multiplayer,MOBA,No,Never,Relaxation,GTA V,638.0,4.9,Low
746,33,Female,Asia,10.3,Online Multiplayer,RPG,Yes,Always,Social Fun,CS:GO,1974.0,10.0,High
747,35,Male,Asia,12.7,Online Multiplayer,FPS,Yes,Sometimes,Social Fun,Minecraft,895.0,9.6,High
748,19,Male,Europe,7.1,Story Mode,RPG,No,Never,Competition,GTA V,760.0,9.1,High
749,32,Male,North America,17.3,Online Multiplayer,Adventure,Yes,Always,Competition,Minecraft,445.0,10.0,High
750,24,Male,Europe,8.1,Both,RPG,Yes,Sometimes,Relaxation,CS:GO,801.0,8.2,High
751,35,Male,North America,8.3,Story Mode,Adventure,No,Sometimes,Relaxation,The Witcher 3,522.0,5.7,Low
752,20,Male,Asia,9.7,Online Multiplayer,FPS,Yes,Never,Social Fun,Minecraft,482.0,7.3,Medium
753,15,Male,South America,8.6,Online Multiplayer,Adventure,No,Sometimes,Social Fun,GTA V,74.0,7.3,Medium
754,19,Female,Europe,10.2,Both,MOBA,Yes,Always,Relaxation,CS:GO,1783.0,7.0,Medium
755,23,Male,South America,4.9,Both,Adventure,Yes,Sometimes,Social Fun,Minecraft,1432.0,6.7,Medium
